,Address,Walk_Score,Transit_Score,Bike_Score
439,"0 W Meadow Glen Way LOT 28, Escondido, CA 92026",1,0,0
440,"1205 Cuchara Dr, Del Mar, CA 92014",59,0,42
441,"840 Turquoise St UNIT 211, San Diego, CA 92109",80,33,58
442,"946 S Leyden St, Denver, CO 80224",74,42,87
443,"17131 W Bernardo Dr UNIT 102, San Diego, CA 92127",44,33,36
444,"12865 Kingsbridge Ln, Houston, TX 77077",21,33,69
445,"1709 Julianne Dr, Castleton, NY 12033",10,0,25
446,"8613 Bryer Creek Trl, Austin, TX 78717",8,0,0
447,"10021 Goliad Dr, El Paso, TX 79924",55,26,46
448,"2103 S 296th St, Federal Way, WA 98003",56,39,41
449,"2391 Rookwood Ln, Marion, IA 52302",4,0,33
450,"1909 Augustus Dr, Fort Worth, TX 76120",11,30,25
451,"15010 Allison Pl, Entiat, WA 98822",27,0,21
452,"45 S Emerson St, Denver, CO 80209",79,50,98
453,"206 Fuller Rd, Pt Crane, NY 13833",0,0,0
454,"7110 Santa Barbara St, Carlsbad, CA 92011",52,32,73
455,"0 County Route 410, Westerlo, NY 12193",19,0,26
456,"4545 Hugo Reyes Dr, El Paso, TX 79938",0,0,0
457,"139 N 6th St APT 6, San Jose, CA 95112",91,73,89
458,"4642 Decatur St, Denver, CO 80211",57,42,69
459,"3253-55 Jemez Dr, San Diego, CA 92117",49,37,44
460,"Monarch Plan, Mountain Crest",0,0,0
461,"438 N Corona St, Denver, CO 80218",76,50,95
462,"2128 Felspar St APT D, San Diego, CA 92109",77,38,62
463,"1590 Little Raven St UNIT 605, Denver, CO 80202",90,84,89
464,"931 Derby St, San Diego, CA 92114",42,52,20
465,"1699 S Trenton St UNIT 14, Denver, CO 80231",27,37,60
466,"622 Raleigh St, Denver, CO 80204",53,43,71
467,"824 18th St, San Diego, CA 92154",88,50,51
468,"174 Sunhill Ter, Syracuse, NY 13207",52,32,29
469,"510 Forsyth Ln UNIT 404, Edmonds, WA 98020",61,32,50
470,"214 Cedar St, Stockport, IA 52651",7,0,31
471,"146 Haversham Dr, Houston, TX 77024",30,40,35
472,"17865 Bernardo Trails Pl, San Diego, CA 92128",14,0,6
473,"6159 Fm 850, Tyler, TX 75705",7,0,22
474,"199 W 134th St APT 2A, New York, NY 10030",0,100,0
475,"3091 Duckhorn Cv, Marion, IA 52302",0,0,20
476,"Holland Plan, Southbridge Farms",0,0,0
477,"133 McAnelly St, Lometa, TX 76853",9,0,16
478,"2110 D Ave NE, Cedar Rapids, IA 52402",34,27,50
479,"11474 Bootes St, San Diego, CA 92126",24,20,31
480,"9095 E 29th Pl, Denver, CO 80238",34,36,47
481,"5 Riverside Dr #15F, New York, NY 10023",2,0,0
482,"13606 Champions Centre Dr, Houston, TX 77069",35,35,37
483,"1680 Ocean Ave APT 6F, Brooklyn, NY 11230",95,83,68
484,"5507 SE 1st Ct, Des Moines, IA 50315",27,27,29
485,"19915 S Culver Rd, Cheney, WA 99004",0,0,23
486,"(undisclosed Address), San Jose, CA 95116",76,53,58
487,"415 SW 60th St, Des Moines, IA 50312",44,22,67
488,"1365 N Columbine St APT 303, Denver, CO 80206",90,52,92
489,"306 Oak Ave, Schleswig, IA 51461",20,0,33
490,"1401 N Dexter St, Denver, CO 80220",77,54,77
491,"5035 38th St, Long Island City, NY 11101",92,100,74
492,"4912 S 315th Pl, Auburn, WA 98001",2,23,18
493,"3300 Frio Ave, McAllen, TX 78504",2,0,26
494,"Blue Sage ; Model 3 Plan, Blue Sage at The Preserve",0,0,0
495,"25 S 3rd St UNIT 201, San Jose, CA 95113",98,70,92
496,"0 Claitor Way, San Jose, CA 95132",0,0,23
497,"555 Umbarger Rd SPACE 122, San Jose, CA 95111",71,43,70
498,"15 Avenida Apice, Rancho Santa Fe, CA 92067",0,0,0
499,"4535 11th Ave S, Seattle, WA 98108",64,54,80
500,"27870 Dogwood Gln, Escondido, CA 92026",0,0,0
501,"1353 Caminito Faro, La Jolla, CA 92037",28,24,16
502,"16965 Glenheath, Montgomery, TX 77316",2,0,25
503,"103 High St, Lake View, IA 51450",45,0,56
504,"660 E Mission Ave, Escondido, CA 92025",60,36,0
505,"1596 Burrell Ct, San Jose, CA 95126",59,44,78
506,"1533 San Gabriel Way, San Jose, CA 95125",61,44,67
507,"6505 135th Ave SE, Snohomish, WA 98290",4,0,0
508,"7696 Canyon Point Ln, San Diego, CA 92126",23,26,20
509,"1810 San Dieguito Dr #2, Del Mar, CA 92014",40,0,19
510,"London Plan, Prairie Crossing",0,0,0
511,"4665 Morris Rd, Mayville, NY 14757",0,0,0
512,"2700 Heather View Cir, Marion, IA 52302",18,0,37
513,"4829 Joppa St SW, Olympia, WA 98512",7,23,0
514,"19 Dorothy St, Staten Island, NY 10314",40,44,32
515,"300 W 11th Ave UNIT 5B, Denver, CO 80204",96,72,98
516,"8975 Lawrence Welk Dr SPACE 154, Escondido, CA 92026",5,0,5
517,"700 S 2nd St, Maquoketa, IA 52060",38,0,30
518,"207 5th Ave #508, San Diego, CA 92101",0,100,0
519,"904 NW Sienna Dr, Grimes, IA 50111",11,0,33
520,"4150 Alecia Dr, Pasadena, TX 77503",15,0,33
521,"Hayden Plan, Rock Creek Crossing",25,0,10
522,"1 Bardwell Ln, Halesite, NY 11743",13,0,0
523,"290 N Business, Hempstead, TX 77445",34,0,29
524,"44 New Holland Vlg, Nanuet, NY 10954",53,0,0
525,"3326 Barrel Pass, San Antonio, TX 78245",17,23,0
526,"4672 Kansas St UNIT 6, San Diego, CA 92116",86,50,68
527,"58 Ryland Park Way, San Jose, CA 95110",80,72,90
528,"1196 N Grant St APT 404, Denver, CO 80203",97,73,98
529,"Residence 3 Plan, Canopy Grove Retreat",38,16,36
530,"1158 5th Ave #9-C, New York, NY 10029",0,100,0
531,"10183 Baronne Cir, Dallas, TX 75218",67,33,45
532,"24327 Palomino Sage Trl, Katy, TX 77493",1,0,25
533,"955 Gretna Green Way, Escondido, CA 92025",6,30,19
534,"4120 Anna St, Iowa City, IA 52245",13,23,56
535,"1550 Technology Dr UNIT 1106, San Jose, CA 95110",51,52,71
536,"414 Longwood Dr NE, Cedar Rapids, IA 52402",50,0,0
537,"910 E Percival Ave, Spokane, WA 99218",13,28,27
538,"89 N Shore Dr #47, Orondo, WA 98843",6,0,0
539,"110 Conconully St, Okanogan, WA 98840",39,0,0
540,"412 N 2nd St, San Jose, CA 95112",80,65,93
541,"460 S Marion Pkwy APT 1501, Denver, CO 80209",55,37,84
542,"807 5th St, Buffalo, IA 52728",34,0,24
543,"263-265 Stone Hill Rd, Pound Ridge, NY 10576",0,0,0
544,"2877 B St, San Diego, CA 92102",83,43,64
545,"1558 Dublin Ln, Escondido, CA 92027",7,15,0
546,"414 Albemarle Rd APT 2B, Brooklyn, NY 11218",0,97,0
547,"2481 Rookwood Ln, Marion, IA 52302",3,0,33
548,"34 McAlpin Ave, Mahopac, NY 10541",31,0,26
549,"204 Mineral Springs Rd, Highland Mills, NY 10930",0,0,0
550,"Larkspur Plan, The Alpine Collection at Altaira at High Point",14,18,37
551,"23314 44th Ave W, Mountlake Terrace, WA 98043",54,0,0
552,"73-06 260th St FLOOR 1, Glen Oaks, NY 11004",58,58,37
553,"1732 Rancho Summit Dr, Encinitas, CA 92024",1,0,3
554,"1542 Boyle Ave, Escondido, CA 92027",6,30,17
555,"7504 Gribble St, San Diego, CA 92114",47,39,38
556,"129 Maple Dr, Roosevelt, NY 11575",69,0,0
557,"536 Margaret St, San Jose, CA 95112",68,55,90
558,"1441 N Humboldt St APT 303, Denver, CO 80218",90,56,94
559,"4300 Newton Ave UNIT 76, San Diego, CA 92113",79,45,46
560,"16601 Dyer Way, Aurora, CO 80010",86,51,59
561,"8100 E Union Ave UNIT 1501, Denver, CO 80237",60,51,71
562,"2520 Helena Ln, Everett, WA 98208",16,26,0
563,"0 Orange Ave #3, Escondido, CA 92029",0,0,0
564,"130 E San Fernando St APT 325, San Jose, CA 95112",98,70,92
565,"59 S Jackson St, Denver, CO 80209",78,49,87
566,"480 S Marion Pkwy APT 305, Denver, CO 80209",55,37,84
567,"205 S 12th St, San Jose, CA 95112",86,63,96
568,"11824 47th Ave NE, Marysville, WA 98271",31,0,0
569,"1376 Clermont St, Denver, CO 80220",82,54,77
570,"8902 Snapping Turtle Dr, Humble, TX 77338",12,0,0
571,"3485 Lone Jack Rd, Encinitas, CA 92024",9,0,0
572,"17627 Pomerado Rd UNIT 35, San Diego, CA 92128",10,0,24
573,"130 E San Fernando St APT 314, San Jose, CA 95112",98,70,92
574,"4730 Westchester Dr NE UNIT C, Cedar Rapids, IA 52402",24,19,34
575,"1183 Seagreen Pl, San Diego, CA 92154",3,22,16
576,"25 Pinetree Dr, Farmingdale, NY 11735",42,0,0
577,"4584 S Kipling Cir, Littleton, CO 80123",52,27,67
578,"613 W Delaware St, Manchester, IA 52057",53,0,40
579,"506 1st St W, Independence, IA 50644",50,0,54
580,"12448 SE 286th Pl, Auburn, WA 98092",15,29,19
581,"1414 S 16th St, Centerville, IA 52544",31,0,30
582,"8984 Gramercy Dr, San Diego, CA 92123",51,29,53
583,"411 Park Ave UNIT 228, San Jose, CA 95110",80,70,90
584,"5630 Brook View Ave, Des Moines, IA 50317",7,0,24
585,"306 W 5th St, Spencer, IA 51301",67,0,58
586,"3070 E 4th Ave, Denver, CO 80206",93,50,77
587,"4426 Wolff St, Denver, CO 80212",81,37,84
588,"3641 Kinsale Ln SE, Olympia, WA 98501",18,30,0
589,"1405 Saint Paul St, Denver, CO 80206",83,55,85
590,"2613 Dakin St, Bellingham, WA 98226",21,24,33
591,"26 S King St, Denver, CO 80219",74,44,73
592,"1881 Evergreen St, San Diego, CA 92106",62,32,48
593,"12546 Rios Rd, San Diego, CA 92128",35,24,31
594,"119 Grove St, Sioux City, IA 51103",21,19,15
595,"1006 Ildflower St, Ennis, TX 75119",14,0,31
596,"3448 Southdale Dr, Ames, IA 50010",28,0,46
597,"823 Kalpati Cir UNIT 201, Carlsbad, CA 92008",39,26,0
598,"3438 S Grape St, Denver, CO 80222",72,56,59
599,"3093 Duckhorn Cv, Marion, IA 52302",0,0,20
600,"9855 Greenbush Rd, Ripley, NY 14775",0,0,17
601,"4928 Barron Park Dr, San Jose, CA 95136",15,41,43
602,"2815 Olive St, Denver, CO 80207",66,47,87
603,"4328 Hoyt Ave #A, Everett, WA 98203",69,0,0
604,"2580 Serenity Dr, Waukee, IA 50263",1,0,19
605,"W Citracado Pkwy, Escondido, CA 92025",49,23,0
606,"1162 El Abra Way, San Jose, CA 95125",89,44,76
607,"2646 Aperture Cir, San Diego, CA 92108",22,37,21
608,"1237 Avenue Z APT 3P, Brooklyn, NY 11235",0,77,0
609,"165 Poplarwood Dr, Kyle, TX 78640",4,0,0
610,"4363 Mount Hukee Ave, San Diego, CA 92117",15,40,28
611,"444 E 86th St APT 14H, New York, NY 10028",98,100,77
612,"111 Vista Ter N, Mahopac, NY 10541",1,0,0
613,"2935 Austin Ter, Carlsbad, CA 92008",35,37,0
614,"6594 Pfeiffer Ranch Rd, San Jose, CA 95120",29,23,48
615,"1705 Bevin Brook Dr, San Jose, CA 95112",49,42,54
616,"1005 S White Rd, San Jose, CA 95127",73,48,67
617,"13534 Stewart Rd, Galveston, TX 77554",2,0,0
618,"2845 Silver Ests, San Jose, CA 95135",32,29,47
619,"3841 N Harrison St, Denver, CO 80205",68,53,74
620,"2214 Ellis Ave, Sioux City, IA 51109",12,21,16
621,"655 S Clinton St APT 6A, Denver, CO 80247",36,39,60
622,"117 E Bartlett Ave, Omak, WA 98841",65,0,0
623,"2015 SE Greentree Dr, Waukee, IA 50263",11,0,0
624,"1275 NW 70th Ave, Ankeny, IA 50023",2,0,18
625,"2852 Morningside St, San Diego, CA 92139",30,33,11
626,"4525 Dillon St, Denver, CO 80239",31,37,61
627,"1661 Branham Park Ct, San Jose, CA 95118",81,23,55
628,"6479 Dwane Ave, San Diego, CA 92120",5,37,13
629,"11 Canterbury Ln, New Windsor, NY 12553",21,0,25
630,"9 Lilac Ln, Holtsville, NY 11742",3,0,32
631,"1506 29th St NW #70, Puyallup, WA 98371",0,0,0
632,"309 NE Oak Dr, Ankeny, IA 50021",75,0,54
633,"9218 Rosewell Ct, Houston, TX 77095",13,0,0
634,"262 Coronet Dr, Los Gatos, CA 95032",28,0,42
635,"2347 Stout St, Denver, CO 80205",91,0,97
636,"18830 108th Ave SE, Renton, WA 98055",33,32,32
637,"0 Del Dios Hwy, Escondido, CA 92029",7,17,0
638,"6101 Oak Forest Way, San Jose, CA 95120",65,27,72
639,"100 Bank St APT 3A, New York, NY 10014",0,100,0
640,"23908 57th Ave SE, Woodinville, WA 98072",12,0,10
641,"128 Witham Rd, Encinitas, CA 92024",80,30,55
642,"6095 Adelaide Ave, San Diego, CA 92115",77,55,46
643,"2511 Brodie Ln, Richland, WA 99352",1,0,17
644,"108 E Union St, Manchester, IA 52057",70,0,59
645,"1621 NW 70th Pl, Ankeny, IA 50023",6,0,26
646,"0 200th St, Washington, IA 52353",42,0,35
647,"Signature 5 Plan, Signature Portfolio at Central Park",1,12,29
648,"Celeste Plan, The Horizon Collection at Altaira at High Point",14,18,37
649,"318 La Amatista Rd, Del Mar, CA 92014",57,0,36
650,"152 S Jackson St, Denver, CO 80209",80,49,79
651,"1314 W Market St, Aberdeen, WA 98520",64,0,0
652,"166 McKeever Rd, Forestport, NY 13338",0,0,0
653,"1700 Bassett St UNIT 614, Denver, CO 80202",83,84,93
654,"2803 Ammons St, Baytown, TX 77521",58,0,45
655,"Plan 4 Plan, Palmer at 3 Roots",28,12,20
656,"3887 Pell Pl UNIT 319, San Diego, CA 92130",70,0,46
657,"2293 Loring St, San Diego, CA 92109",35,30,29
658,"4159 N Osage St, Denver, CO 80211",80,46,91
659,"20928 E 51st Pl, Denver, CO 80249",0,37,52
660,"301 S Park St, Inwood, IA 51240",24,0,37
661,"1059 Wallace Dr, San Jose, CA 95120",42,26,68
662,"8506 E Valleyway Ave, Spokane, WA 99212",35,35,46
663,"2001 Blaise Ln, The Colony, TX 75056",6,0,28
664,"3795 Viewmont Dr, Wenatchee, WA 98801",0,12,2
665,"4417 Norwood St, Midland, TX 79707",50,0,45
666,"1641 Canal Dr, Bay City, TX 77414",0,0,23
667,"5557 Great Oaks Pkwy #PY, San Jose, CA 95123",56,40,75
668,"3315 Taylor Ave, El Paso, TX 79930",40,32,38
669,"8 Bartow St, Staten Island, NY 10306",0,65,0
670,"1058 Wilmot Rd, Scarsdale, NY 10583",62,24,37
671,"Addisyn I Plan, Gateway Commons",0,0,0
672,"314 E 3rd Ave #9, Moses Lake, WA 98837",54,0,46
673,"1871 Dodge St, Schenectady, NY 12306",34,0,27
674,"301 2nd St SE, Altoona, IA 50009",55,0,53
675,"375 N Corona St, Denver, CO 80218",82,49,97
676,"2150 Almaden Rd SPACE 5, San Jose, CA 95125",33,43,76
677,"5205 W Northwest Blvd, Spokane, WA 99205",7,22,9
678,"4922 Raleigh Ln, Iowa City, IA 52245",5,19,54
679,"1454 238th St, Creston, IA 50801",0,0,19
680,"6735 Amherst St #1E, San Diego, CA 92115",89,43,52
681,"7203 105th Ave SW, Olympia, WA 98512",3,0,0
682,"6814 Pioneer Pl, Austin, TX 78757",33,45,66
683,"17200 SE 26th Dr UNIT B6, Vancouver, WA 98683",51,40,73
684,"16415 N Valley Dr, Urbandale, IA 50323",1,0,19
685,"4744 N Raleigh St, Denver, CO 80212",58,36,75
686,"9 Wilderness Rd, Saint James, NY 11780",0,0,15
687,"8563 Bronzegate Trl, Roanoke, TX 75034",16,0,30
688,"501 Quail Gardens Dr, Encinitas, CA 92024",19,0,0
689,"137 Aspen Dr, Norwalk, IA 50211",33,0,30
690,"10931 Bali Ln, San Diego, CA 92126",27,27,44
691,"78 Whitten St, Richland, WA 99354",53,33,71
692,"11720 Emerald Springs Ln, Manor, TX 78653",6,0,27
693,"801 S Winchester Blvd APT 4207, San Jose, CA 95128",76,40,67
694,"8600 Circle R Dr, Escondido, CA 92026",15,0,7
695,"24914 Cloudy Crk, San Antonio, TX 78255",12,0,28
696,"6615 Santa Isabel St UNIT B, Carlsbad, CA 92009",24,11,23
697,"217 Horseblock Rd, Farmingville, NY 11738",11,0,25
698,"1900 Patterson Rd, Marietta, NY 13110",0,0,5
699,"2872 Casey St #A, San Diego, CA 92139",0,0,0
700,"Antero Plan, The Summit Collection at Altaira at High Point",14,18,37
701,"410 Acoma St UNIT 407, Denver, CO 80204",87,48,96
702,"1409 Royce St APT 3, Brooklyn, NY 11234",0,77,0
703,"309-11 Sycamore Rd, San Diego, CA 92173",58,48,58
704,"6052 Rancho Mission Rd UNIT 401, San Diego, CA 92108",53,46,55
705,"2711 Willow Ln, Melissa, TX 75454",3,0,25
706,"33 Red Barn Cir, Pittsford, NY 14534",16,0,0
707,"264-264 Fortuna Ranch Rd #101, Encinitas, CA 92024",6,0,2
708,"4433 Belcher Rd, North Collins, NY 14111",0,0,11
709,"1320 Ashland Ave, Niagara Falls, NY 14301",75,0,0
710,"5315 Terry Rd, Syracuse, NY 13219",27,28,0
711,"2640 State St #A, Carlsbad, CA 92008",0,0,0
712,"7 Lake Rd, Great Neck, NY 11020",27,0,29
713,"28 Bert McCord Dr, Pine Bush, NY 12566",0,0,4
714,"4756 Slippery Rock Dr, Fort Worth, TX 76123",19,0,50
715,"2959 NW Brookside Dr, Grimes, IA 50111",14,0,0
716,"1579 Delante Ter, San Jose, CA 95118",71,26,55
717,"12400 NE 102nd Way, Vancouver, WA 98682",10,24,28
718,"2525 S Franklin St, Denver, CO 80210",60,38,85
719,"550 Front St UNIT 3102, San Diego, CA 92101",95,79,85
720,"4389 Rolfe Rd, San Diego, CA 92117",47,41,36
721,"5705 Lawrence St, Flushing, NY 11355",0,80,0
722,"1653 Madison St, Denver, CO 80206",86,55,97
723,"635 36th Ave N, Clinton, IA 52732",3,19,21
724,"2722 Socorro Ln, Carlsbad, CA 92009",24,0,23
725,"4050 Aragon Dr, San Diego, CA 92115",56,41,34
726,"8975 Lawrence Welk Dr SPACE 368, Escondido, CA 92026",5,0,5
727,"8608 Maury Ct, San Diego, CA 92119",58,28,52
728,"915 State Ave NE, Olympia, WA 98506",92,56,0
729,"2650 State St #F, Carlsbad, CA 92008",32,0,37
730,"1199 Seagreen Pl, San Diego, CA 92154",4,24,23
731,"0 Indian Creek Way, Escondido, CA 92026",1,0,0
732,"1325 Prospect Pl, Brooklyn, NY 11213",0,100,0
733,"13733 Mango Dr, Del Mar, CA 92014",51,0,24
734,"10513 Caminito Sulmona, San Diego, CA 92129",24,37,22
735,"345 Irving Ave, San Jose, CA 95128",86,49,55
736,"52 March Ln, Westbury, NY 11590",26,0,34
737,"2380 S Cook St, Denver, CO 80210",67,54,81
738,"16411 Senda Pl, San Diego, CA 92128",23,24,36
739,"7118 Scott St, Houston, TX 77021",53,46,48
740,"9 Leach Ave, Albany, NY 12205",48,35,0
741,"2505 Ardilla Ct, San Jose, CA 95128",33,47,53
742,"812 Holland Dr #129, Crowley, TX 76036",6,0,0
743,"5380 Crestview Hgts Dr, Bettendorf, IA 52722",5,0,6
744,"120 S Pennsylvania St APT 305, Denver, CO 80209",90,58,95
745,"LOT 53 Welcome Vw, Escondido, CA 92026",0,0,0
746,"4400 S Quebec St APT A106, Denver, CO 80237",52,53,66
747,"906 Mill St, Alden, IA 50006",22,0,34
748,"6386 Camino Verde Dr, San Jose, CA 95119",44,43,48
749,"2351 N Federal Blvd APT 105, Denver, CO 80211",85,54,71
750,"43 Bronx River Rd APT 7P, Yonkers, NY 10704",86,85,38
751,"49 W Alameda Ave, Denver, CO 80223",90,71,76
752,"15857 Winecreek Dr, San Diego, CA 92127",2,0,10
753,"5422 Brisbane Trl, Clay, NY 13041",8,0,0
754,"11 S Butehorn St, Bethpage, NY 11714",68,0,46
755,"5667 Ella Lee Ln, Houston, TX 77056",68,52,55
756,"1802 52nd Ct, Washougal, WA 98671",1,0,11
757,"6878 Navajo Rd UNIT 57, San Diego, CA 92119",59,25,43
758,"1499 Blake St APT 3Q, Denver, CO 80202",89,90,91
759,"4466 48th St APT 3, San Diego, CA 92115",80,48,59
760,"355 Wurtemburg Rd, Rhinebeck, NY 12572",0,0,18
761,"5918 Delafield Ave, Bronx, NY 10471",87,69,44
762,"0 New Salem Rd, Marshalltown, IA 50158",24,0,18
763,"Vickie Ln, Gunter, TX 75058",0,0,0
764,"The Winedale (880) Plan, Turner's Crossing - Reserve Collection",0,0,17
765,"105 Mountain Springs Dr #105, San Jose, CA 95136",33,43,40
766,"3247 N Clayton St, Denver, CO 80205",80,43,90
767,"2021 Oak Orchard Rd, Albion, NY 14411",1,0,25
768,"3094 S Adams St, Denver, CO 80210",37,39,68
769,"821 Vine St, Bryan, TX 77802",15,0,34
770,"4875 S Monaco St APT 701, Denver, CO 80237",55,55,36
771,"162 Circle Dr, Springville, IA 52336",21,0,28
772,"1601 Mulberry St, Granger, IA 50109",3,0,28
773,"5 Dickel Rd, Scarsdale, NY 10583",34,28,26
774,"14052 Courtland Pl N, Seattle, WA 98133",63,50,62
775,"8321 Neva Ave, San Diego, CA 92123",40,34,19
776,"130 E San Fernando St APT 307, San Jose, CA 95112",98,70,92
777,"Residence 2 Plan, Canopy Grove Sanctuary",29,16,0
778,"357 Mill Pond Dr #357, San Jose, CA 95125",0,0,0
779,"629 Lois St, Kerrville, TX 78028",2,0,6
780,"1735 N Ogden St UNIT 305, Denver, CO 80218",83,74,98
781,"205 N 4th St, Selah, WA 98942",70,0,49
782,"2208 N Trumpeter Dr, Mount Vernon, WA 98273",20,0,0
783,"20753 Elfin Forest Rd, Escondido, CA 92029",10,0,4
784,"9522 Depew Rd, Hammondsport, NY 14840",0,0,5
785,"1223 S 23rd St, Fort Dodge, IA 50501",44,18,37
786,"2161 Rockhoff Rd, Escondido, CA 92026",0,14,5
787,"215 Randolph St, Waterloo, IA 50701",70,32,89
788,"4316 A St, Tacoma, WA 98418",71,0,50
789,"LOT 90 Traders Pointe Cir, Council Bluffs, IA 51501",1,0,37
790,"8555 E Fairmount Dr #I103, Denver, CO 80247",20,36,57
791,"31 Pondfield Rd W APT 9, Bronxville, NY 10708",78,53,50
792,"1700 National Ave, San Diego, CA 92113",89,71,79
793,"Amber 3BR Plan, Kings Landing",3,0,32
794,"1709 34th Ave SW UNIT 1, Altoona, IA 50009",29,0,31
795,"65 Roosevelt St, Massena, NY 13662",28,0,32
796,"2767 W 15th St, Brooklyn, NY 11224",0,100,0
797,"1117 W 22nd St UNIT H, Houston, TX 77008",61,40,59
798,"25 Emerald Point, Rochester, NY 14624",6,0,27
799,"4214 Eagle Dr, Mansfield, TX 76063",6,0,0
800,"6840 Panamint Row UNIT 3, San Diego, CA 92139",43,37,45
801,"27 Crabapple Ct, Orchard Park, NY 14127",1,0,0
802,"2247 Sun Glory Ln #B, San Jose, CA 95124",79,40,55
803,"1777 Larimer St APT 1408, Denver, CO 80202",96,90,92
804,"0 E Pickering Ln #3-4-2, Shelton, WA 98584",0,0,0
805,"504 W 2nd St, Boone, IA 50036",35,0,54
806,"4992 Mount Etna Dr, San Diego, CA 92117",77,36,68
807,"2408 King Ave, Des Moines, IA 50320",23,12,34
808,"35309 13th Pl SW, Federal Way, WA 98023",34,30,0
809,"1811 S Quebec Way APT 191, Denver, CO 80231",18,35,62
810,"989 Peace Portal Dr, Blaine, WA 98230",48,0,55
811,"4041 Oakcrest Dr UNIT 106, San Diego, CA 92105",76,54,36
812,"11 Comanche Ln, Ransom Canyon, TX 79366",0,0,18
813,"1181 Sunset Vw, Fischer, TX 78623",0,0,0
814,"15038 Union Tpke APT 10R, Flushing, NY 11367",0,82,0
815,"4738 Gateshead Rd, Carlsbad, CA 92010",8,23,17
816,"Plan 2Z Plan, Marquee",0,0,0
817,"12 Justin Ave, Staten Island, NY 10306",53,59,44
818,"5731 E Ithaca Pl APT 1, Denver, CO 80237",57,59,62
819,"4161 Winona Ave APT 8, San Diego, CA 92105",83,55,48
820,"3017 Starry Night Dr, Escondido, CA 92029",0,11,18
821,"15023 Gulfstream Park Ave, Baytown, TX 77523",0,0,25
822,"Evans Plan, The Summit Collection at Altaira at High Point",14,18,37
823,"630 Roosevelt Blvd, Osceola, IA 50213",36,0,39
824,"6550 Ponto Dr SPACE 154, Carlsbad, CA 92011",34,33,54
825,"530 E 159th St APT 43, Bronx, NY 10451",0,96,0
826,"488 E Valley Pkwy, Escondido, CA 92025",92,42,62
827,"1812 Parkview Green Cir, San Jose, CA 95131",38,38,48
828,"1440 NW 12th Ave, Amarillo, TX 79107",34,21,31
829,"Plan Wales Plan, Creekside",0,0,0
830,"6 Homestead Ave, Schenectady, NY 12304",38,29,35
831,"1427 100th St SW UNIT 139, Everett, WA 98204",23,39,47
832,"1315 E 5th St, Port Angeles, WA 98362",57,0,17
833,"11799 Westview Pkwy, San Diego, CA 92126",14,0,18
834,"346 Promenade St W, Montgomery, TX 77356",0,0,25
835,"4 Echo Ln, Newburgh, NY 12550",13,0,0
836,"248 174th St E, Spanaway, WA 98387",49,0,51
837,"4108 Mount Acadia Blvd, San Diego, CA 92111",75,37,52
838,"59-30 108th St APT 3FF, Corona, NY 11368",0,81,0
839,"375 Plutarch Rd, New Paltz, NY 12528",0,0,0
